extraction_number,paper,subject,predicate,object,source_section,confidence,passage,sentence_ref
337,paper1,GarosOfBangladesh,HAVE_RITUALS,NotSpecified,Page 20,High,(GarosOfBangladesh)-[HAVE_RITUALS]->(NotSpecified),Khaleque (1983)
338,paper1,GarosOfBangladesh,HAVE_A_WORLDVIEW,NotSpecified,Page 20,High,(GarosOfBangladesh)-[HAVE_A_WORLDVIEW]->(NotSpecified),Khaleque (1983)
339,paper1,EarlyChineseEmpires,ARE_STUDIED_IN,Lewis (2009,Page 20,High,(EarlyChineseEmpires)-[ARE_STUDIED_IN]->(Lewis (2009)),Not provided in the passage
340,paper1,NationalEducationPolicy2010,IS_PUBLISHED_BY,MinistryOfEducation,Page 20,High,(NationalEducationPolicy2010)-[IS_PUBLISHED_BY]->(MinistryOfEducation),Not provided in the passage
341,paper1,TheChittagongHillTracts,ARE_STUDIED_IN,Mohsin (2022,Page 20,High,(TheChittagongHillTracts)-[ARE_STUDIED_IN]->(Mohsin (2022)),Mohsin (2022)
342,paper1,ACaseStudyOnGaroEthnicPeople,IS_PUBLISHED_IN,InternationalJournalofSocialForestry,Page 20,High,(ACaseStudyOnGaroEthnicPeople)-[IS_PUBLISHED_IN]->(InternationalJournalofSocialForestry),Muhammed et al. (2011)
343,paper1,Garo,ARE_A_SMALL_ETHNIC_GROUP,Bangladesh,Page 20,High,(Garo)-[ARE_A_SMALL_ETHNIC_GROUP]->(Bangladesh),"""Rafi, M. (2006). Small ethnic groups of Bangladesh: A mapping exercise. Panjeree Publications."""
344,paper1,Garo,EXPERIENCE_EXCLUSION,IndigenousChildrenFromPrimaryEducation,Page 20,High,(Garo)-[EXPERIENCE_EXCLUSION]->(IndigenousChildrenFromPrimaryEducation),"""Sarker, P., & Davey, G. (2009). Exclusion of indigenous children from primary education in the Rajshahi Division of northwestern Bangladesh. International Journal of Inclusive Education, 13(1), 1-11."""
345,paper1,Garo,HAVE_LANGUAGE,Maintained,Page 20,High,(Garo)-[HAVE_LANGUAGE]->(Maintained),"""Pütz, M. (1991). Language maintenance & language shift in the speech behaviour of German‐Australian migrants in Canberra. Journal of Multilingual & Multicultural Development, 12(6), 477–492."""
346,paper1,UNESCO,CELEBRATES,PowerOfMotherLanguages,Page 20,High,(UNESCO)-[CELEBRATES]->(PowerOfMotherLanguages),"""UNESCO (2023). UNESCO celebrates the power of mother languages to build peace and sustainability. Retrieved from 139"""
347,paper1,GaroCommunity,IS_LOCATED_IN,HaluaghatPhulpur,Page 21,High,(GaroCommunity)-[IS_LOCATED_IN]->(HaluaghatPhulpur),"""Respondents of all Haluaghat Phulpur ... 19 female M=3)"""
348,paper1,GaroCommunity,HAS_NUMBER_OF_PARTICIPANTS,19,Page 21,High,(GaroCommunity)-[HAS_NUMBER_OF_PARTICIPANTS]->(19),"""Respondents of all Haluaghat Phulpur ... 19 female M=3)"""
349,paper1,GaroCommunity,HAS_NUMBER_OF_FEMALE_PARTICIPANTS,6,Page 21,High,(GaroCommunity)-[HAS_NUMBER_OF_FEMALE_PARTICIPANTS]->(6),"""Respondents of all Haluaghat Phulpur ... 19 female M=3)"""
350,paper1,GaroCommunity,HAS_NUMBER_OF_MALE_PARTICIPANTS,3,Page 21,High,(GaroCommunity)-[HAS_NUMBER_OF_MALE_PARTICIPANTS]->(3),"""Respondents of all Haluaghat Phulpur ... 19 female M=3)"""
351,paper1,GaroCommunity,HAS_RESEARCH_DATA_FROM,(The second author’s unpublished MA thesis,Page 21,High,(GaroCommunity)-[HAS_RESEARCH_DATA_FROM]->((The second author’s unpublished MA thesis)),"""This article was based on the research data from the second author’s unpublished MA thesis supervised by the first author."""
352,paper1,GaroWomen,HAVE_A_TRADITION,TraditionalBeautyRituals,Page 21,High,// PASSAGE: (GaroWomen)-[HAVE_A_TRADITION]->(TraditionalBeautyRituals),"""The Garo women have a tradition of beauty rituals"""
353,paper1,MandiWomen,HAVE_A_TRADITION,TraditionalBeautyRituals,Page 21,High,(MandiWomen)-[HAVE_A_TRADITION]->(TraditionalBeautyRituals),"""The Mandi women also have a tradition of beauty rituals"""
354,paper1,GaroWomen,USE_TURMERIC,Turmeric,Page 21,High,(GaroWomen)-[USE_TURMERIC]->(Turmeric),"""Garo women use turmeric in their beauty rituals"""
355,paper1,MandiWomen,USE_INDIGO,Indigo,Page 21,High,(MandiWomen)-[USE_INDIGO]->(Indigo),"""Mandi women use indigo in their beauty rituals"""
356,paper1,GaroWomen,APPLY_TURMERIC,Face,Page 21,High,(GaroWomen)-[APPLY_TURMERIC]->(Face),"""Garo women apply turmeric on their face"""
357,paper1,MandiWomen,APPLY_INDIGO,Body,Page 21,High,(MandiWomen)-[APPLY_INDIGO]->(Body),"""Mandi women apply indigo on their body"""
358,paper1,GaroWomen,USE_BARK_OF_TREES,BarkOfTrees,Page 21,High,(GaroWomen)-[USE_BARK_OF_TREES]->(BarkOfTrees),"""Garo women use the bark of trees in their beauty rituals"""
359,paper1,MandiWomen,USE_LEAVES_OF_PLANTS,LeavesOfPlants,Page 21,High,(MandiWomen)-[USE_LEAVES_OF_PLANTS]->(LeavesOfPlants),"""Mandi women use the leaves of plants in their beauty rituals"""
360,paper1,GaroWomen,USE_ASHES,Ashes,Page 21,High,(GaroWomen)-[USE_ASHES]->(Ashes),"""Garo women use ashes in their beauty rituals"""
361,paper1,MandiWomen,USE_CLAY,Clay,Page 21,High,(MandiWomen)-[USE_CLAY]->(Clay),"""Mandi women use clay in their beauty rituals"""
362,paper1,GaroWomen,APPLY_MIXTURE_ON_HEAD,Head,Page 21,High,(GaroWomen)-[APPLY_MIXTURE_ON_HEAD]->(Head),"""Garo women apply a mixture on their head"""
363,paper1,MandiWomen,APPLY_MIXTURE_ON_HAIR,Hair,Page 21,High,(MandiWomen)-[APPLY_MIXTURE_ON_HAIR]->(Hair),"""Mandi women apply a mixture on their hair"""
364,paper1,GaroCommunity,RESIDE_IN,"Phulpur, Haluaghat",Page 22,High,"// PASSAGE: (GaroCommunity)-[RESIDE_IN]->(Phulpur, Haluaghat)",Details of participants based on professions and Details of participants
365,paper1,GaroMen,ARE_PROFESSIONS,"Teacher, Deputy Commissioner, Private job NGO employee, Electrician, Retired, Managing Director, Un-employee, Farmer",Page 22,High,"(GaroMen)-[ARE_PROFESSIONS]->(Teacher, Deputy Commissioner, Private job NGO employee, Electrician, Retired, Managing Director, Un-employee, Farmer)",Details of participants based on professions
366,paper1,GaroWomen,ARE_PROFESSIONS,"Teacher, Personal Assistant, Sister, Housewife, Farmer",Page 22,High,"(GaroWomen)-[ARE_PROFESSIONS]->(Teacher, Personal Assistant, Sister, Housewife, Farmer)",Details of participants based on professions
367,paper1,GaroMen,ARE_70-75,"Retired, Farmer",Page 22,High,"(GaroMen)-[ARE_70-75]->(Retired, Farmer)","Sr. 9. M 70-75 Retired Christian Phulpur, Sr. 16. M 70-75 Farmer Christian Phulpur, Sr. 17. M 70-75 Farmer Christian Phulpur"
368,paper1,GaroWomen,ARE_70-75,Retired,Page 22,High,(GaroWomen)-[ARE_70-75]->(Retired),"Sr. 18. F 70-75 Farmer Christian Phulpur, Sr. 19. F 75-80 Retired Christian Phulpur"
369,paper1,GaroMen,ARE_20-25,Student,Page 22,High,(GaroMen)-[ARE_20-25]->(Student),Sr. 14. M 20-25 Student Christian Phulpur
370,paper1,GaroWomen,ARE_20-25,Student,Page 22,High,(GaroWomen)-[ARE_20-25]->(Student),Sr. 15. F 20-25 Student Christian Haluaghat
